id,two_option_condition,decoy_condition,decoy_option,scenario_topic
523,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
524,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
525,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
526,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
527,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 3000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 5800Mah. On the downside, it has 4GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 2500mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
528,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
529,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
530,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$800)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$800)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
531,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$850)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
532,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$1000)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
533,"You are choosing between two smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Which phone do you prefer?
","You are choosing between three smartphone models:
Phone A: This model features an advanced 50MP AI-Powered Camera camera and comes equipped with high-performance 12 GB RAM RAM. However, its battery life is only 4000 mAh. (Price: $$900)
Phone B: This model also offers an advanced 50MP AI-Powered Camera camera and delivers excellent battery life at 6000 mAh. On the downside, it has 3GB RAM RAM. (Price: $$900)
Phone C (Decoy): This model features the same advanced 50MP AI-Powered Camera camera and 12 GB RAM RAM—but its battery life is even lower at 3500 mAh. (Price: $$600)
Which phone do you prefer?
",option_C,Smartphone Preference Decision
